id,slug,title,meta_title,description,meta_description,type,typeProperty/id,typeProperty/value,typeProperty/slug,typeProperty/name,demo_url,cover,categories/0/id,categories/0/name,categories/0/slug,categories/0/parent_category_slug,categories/1/id,categories/1/name,categories/1/slug,categories/1/parent_category_slug,price,created_at,updated_at,categories/2/id,categories/2/name,categories/2/slug,categories/2/parent_category_slug,categories/3/id,categories/3/name,categories/3/slug,categories/3/parent_category_slug,categories/4/id,categories/4/name,categories/4/slug,categories/4/parent_category_slug
310,securitytrust-badges,Add Security/Trust badges,,"<p>Add a security badge designed by Shopify to your online store to establish trust with your customers. Depending on the color scheme of your online store, you can choose to add either light or a dark-colored Shopify security badge:</p>
<p><img alt="""" src=""https://cdn.shopify.com/s/images/badges/shopify-secure-badge-light-shadow.png""></p>
<p><img alt="""" src=""https://cdn.shopify.com/s/images/badges/shopify-secure-badge-dark-shadow.png""></p>
<p>Security badge can be placed in your website's footer, cart page, or any other spot of your choosing. We can also use a trust badge you provide or design a new one as a separate task.</p>",,1,1,development,development,Development,,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/5ff1ea94c6a317e208d150da6ff2eeb0.jpg,3,Cart page,cart-page,pages,5,Footer,footer,navigation,85,2020-01-16T05:00:00+0000,2021-12-13T10:45:19+0000,23,Pages,pages,,24,Navigation,navigation,,29,Development,development,
317,shopify-add-continue-shopping-link,"Add ""Continue shopping"" link on cart page",,"<p>Add a ""Continue shopping"" link to your cart page that allows customers to easily return to browsing products after adding something to the cart. You can choose to add a link that will take customers back to your catalog page, back to your home page, or back to the last collection page that they were looking at.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/products/cart-page-test-product,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/69a493faf0741a762faf82148108568e.jpg,3,Cart page,cart-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-10T09:31:41+0000,29,Development,development,,,,,,,,,
318,shopify-customizable-free-shipping-bar,Get Customizable Free Shipping Bar,,"<p>Consumers today expect free shipping to be available at retail sites as a bonus for buying multiple items. According to recent data, 88% of consumers would be more likely to shop at a site online if they were promised free shipping.</p>
<p>With this implementation, you can have a fully customizable free shipping bar on the cart page without the use of an app that could slow down your website.</p>
<p>Motivate your customers to buy more!</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/products/cart-page-test-product,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/0e65d4148208ade5caa0b865f5a1b80c.jpg,3,Cart page,cart-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-10T09:10:44+0000,29,Development,development,,,,,,,,,
319,how-did-you-hear-about-us-button-shopify,"Add ""How did you hear about us?"" on the cart page",,"<p>Ask your customers how they heard about your store by adding a&nbsp;""How did you hear about us?""&nbsp;form field to the cart page.</p>
<p><span>One of the best things you can do for your business is to ask new customers how they found out about you. Clusters of communities exist everywhere. When you ask visitors where they first heard about your store or product, you can brainstorm valuable ideas to hack growth and learn where you need to be.<br></span></p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/products/cart-page-test-product,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/abd736fa5311ddc3cbcd9bb8f28410cc.jpg,3,Cart page,cart-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-10T09:25:31+0000,29,Development,development,,,,,,,,,
320,add-delivery-date-picker-shopify,Add Delivery Date Picker On Cart Page,,"<p>Include a calendar on your cart page that allows customers to easily specify a delivery date for their order.</p>
<p>This implementation is intended to help merchants who are looking to book delivery slots. For example, a food ordering service.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/products/cart-page-test-product,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/f6e98b01dd5061a010b29dc07b52f411.jpg,3,Cart page,cart-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-10T09:30:17+0000,29,Development,development,,,,,,,,,
321,i-agree-with-terms-conditions-checkbox,"Add ""I agree with Terms & Conditions"" checkbox",,"<p>Add an ""I agree with the terms and conditions checkbox"" to your cart page that customers must check before continuing to the checkout. If a customer doesn't check the checkbox before clicking the checkout button, an alert popup will prevent them from continuing.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/products/cart-page-test-product,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/13028ceea35dd995f901757eeaba07bf.jpg,3,Cart page,cart-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-10T09:24:25+0000,29,Development,development,,,,,,,,,
327,add-instagram-feed-to-shopify-store,Display Instagram feed,,"<p>Display a customized Instagram feed on your&nbsp;Shopify Store.</p>
<ul>
<li>Boost sales - Use your Instagram feed to inspire your Store visitors. Make them discover and buy new products they love.</li>
<li>Increase Instagram engagement - Expand the reach of your Instagram posts to your Store visitors. Get more followers and likes.</li>
<li>Keep Your Customers in the Loop&nbsp;- Automatically push new Instagram posts straight to your Store to keep your audience aware of brand new products and latest updates.</li>
<li>Mobile responsive and customizable</li>
</ul>* Due to the latest Instagram API update, an app is necessary in order for the Instagram feed to work, and we can help you with choosing the right one and setting it up<br>",,1,1,development,development,Development,,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/6546c91630a00c0fd1fd98c6bc1875e5.jpg,9,Homepage,homepage,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-13T09:55:28+0000,29,Development,development,,,,,,,,,
328,featured-collection,Show Featured collection,,"<p>Showcase a collection of your choosing on the homepage with this fully customizable and mobile-responsive implementation.</p>
<ul>
<li>Choose a&nbsp;number of products to show per row</li>
<li>Choose a total number of products to show</li>
<li>You can use this section multiple times, to showcase multiple different collections</li>
</ul>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/c3c368887e2f393320d0eebbfbdf9fbc.jpg,9,Homepage,homepage,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-13T09:49:52+0000,29,Development,development,,,,,,,,,
331,custom-swatches-connect-products,Add Custom Swatches (connect products),,"<p>Connect products with custom swatches, that can be simple colors or product thumbnails.</p>
<p>This functionality is best used when there are similar separate products, and you want to show that they are related.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/products/oakley-factory-winter-trigger-mens-mitt-2015,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/a6fb159a178ea7a95554e3f2c7cad9cf.jpg,1,Product page,product-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-13T09:16:13+0000,29,Development,development,,,,,,,,,
332,quantity-box-with-plus-and-minus-buttons-shopify,Add Quantity selector plus/minus buttons,,"<p>Add a quantity selector with plus and minus buttons for better user experience, as buttons allow visitors to easily change the product quantity, especially on mobile.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/products/anon-wren-helmet-2016-womens,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/314150c253015c9c80de9f276ef3b4af.jpg,1,Product page,product-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-13T09:00:52+0000,29,Development,development,,,,,,,,,
333,shopify-customizable-hand-picked-related-products,Get Customizable Related Products,,"<p>With this&nbsp;implementation, you can add a section to product pages that recommends related products to your customers. This can help to boost sales, as it allows you to show your customers what kinds of similar products are available, increasing the likelihood that they'll find what they're looking for.</p>
<p>With this implementation, related products for each product are assigned manually, however, if you'd like to make it automatic and show products from the same collection we recommend checking out our <a target=""_blank"" rel=""nofollow"" href=""https://heycarson.com/products/related-products"">related products small task</a>.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/collections/helmets/products/anon-blitz-helmet-2016,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/b2778d8bf5ba2182f99acc716f0f6f4c.jpg,1,Product page,product-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-13T08:51:30+0000,,,,,,,,,,,,
334,related-products,Show Related Products,,"<p>With this&nbsp;implementation, you can add a section to product pages that recommends related products to your customers. This can help to boost sales, as it allows you to show your customers what kinds of similar products are available, increasing the likelihood that they'll find what they're looking for.</p>
<p>This implementation is showing products from the same collection, however, if you're looking to have full control over related products, we recommend checking out our&nbsp;<a target=""_blank"" rel=""nofollow"" href=""https://heycarson.com/task-catalog/shopify-customizable-hand-picked-related-products"">hand-picked related products small task</a>.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/collections/helmets/products/anon-blitz-helmet-2016,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/b2fe1b40decf86925b07e5d6c885a91b.jpg,1,Product page,product-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-10T09:34:11+0000,29,Development,development,,,,,,,,,
335,videos-in-product-gallery-section,Add Videos to your Product gallery section,,"<ul>
<li>Embed videos to the product image gallery</li>
<li>Supports YouTube and Vimeo videos</li>
<li>Allows images and videos together in the single product gallery</li>
</ul>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/products/rossignol-circuit-amptek-snowboard-2016,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/d15df70b42fe9993eac38b028ced7797.jpg,1,Product page,product-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-13T08:56:02+0000,29,Development,development,,,,,,,,,
336,next-prev-product,Show Next/Prev Product,,"<p>Add next/previous links to your product page. In this way, you will be able to navigate through the different products of each collection.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/collections/all/products/burton-freestyle-binding-2016,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/d9cfa7ef1cafae899cf34465a03d76fe.jpg,1,Product page,product-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-10T09:37:33+0000,29,Development,development,,,,,,,,,
347,shopify-product-labels-sale-badges,"Get Product Labels (New In, Only few left, Sale, Sold out)",,"<p>Add visually-appealing labels (badges) to product images and display them in both product and collection page:</p>
<ul>
<li>New In</li>
<li>Sale</li>
<li>Sold Out</li>
<li>Low Stock (Only Few Left)</li>
<li>Only # Left (below a specified amount)</li>
<li>Hot</li>
<li>% Off</li>
<li>Coming Soon</li>
<li>Limited Release</li>
</ul>
<p>Multiple different shapes and fully customizable:</p>
<ul>
<li>Rectangle</li>
<li>Square</li>
<li>Circle</li>
<li>Ribbon</li>
<li>Oval</li>
<li>Starburst</li>
<li>Badge Ribbon</li>
<li>Parallelogram</li>
<li>Arrow Pointer</li>
</ul>
<p>Choose text color, background color, and position.<br>Product labels can show automatically or to be controlled with tags.</p>
<p><b>We can implement up to 4 different labels per task.</b> Please choose which labels to implement when submitting a task in order to avoid delay.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/collections/beanies,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/cf9ceb8c158f7051c4e459b5bc29a27b.jpg,2,Collection page,collection-page,pages,1,Product page,product-page,pages,85,2020-01-16T05:00:00+0000,2021-12-13T08:46:24+0000,23,Pages,pages,,29,Development,development,,,,,
348,shopify-add-to-cart-button-on-collection-page,Get Quantity & Add To Cart Button On Collection Page,,"<p>By implementing add to cart button on a collection page, you will allow customers to make a quick purchase directly from a collection page, without opening product details.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/collections/beanies,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/d7806e209183f686a71ceaa89b68a519.jpg,2,Collection page,collection-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-13T09:23:24+0000,29,Development,development,,,,,,,,,
349,add-shopify-collection-page-banner,Add Collection Page Banner,,"<p>Show featured collection image as a collection banner above products, and improve the visual experience of your collection pages.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/collections/helmets,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/cf9bcf8399efe68eda38b3817c2eae3f.jpg,2,Collection page,collection-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-13T09:48:29+0000,29,Development,development,,,,,,,,,
352,product-page-description-accordion,Show Product Page Description Accordion,,"<p>Use product description accordion to display more information in a convenient, user-friendly way.</p>
<p>With this implementation, you can show unique accordions for each content (for example: ingredients, specification, etc.), fixed across all the products (reviews, shipping information, etc), or combination of two.</p>
<p>There are two ways accordion can work:</p>
<ul>
<li>Allow only one active (opened) accordion</li>
<li>Allow multiple active accordions</li>
</ul>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/products/burton-freestyle-binding-2016,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/97095a41c62c8a09080da3bdadcfcd9f.jpg,1,Product page,product-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-10T09:35:22+0000,29,Development,development,,,,,,,,,
353,shipping-calculator-on-cart-page,Add Shipping Calculator On Cart Page,,<p>Help customers to estimate their shipping costs before completing checkout by adding a shipping rates calculator to the cart page of your online store.</p>,,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/products/cart-page-test-product,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/be87301a4ad569c706e8ae9dd896f2dd.jpg,3,Cart page,cart-page,pages,8,Functionality,functionality,,85,2020-01-16T05:00:00+0000,2021-12-10T09:20:05+0000,23,Pages,pages,,29,Development,development,,,,,
354,customer-notes-on-cart-page,Collect Customer Notes On Cart Page,,"<p>You can use order notes to collect special instructions from customers about how to prepare and deliver an order, and we provide an option of creating an additional field, that allows you to collect more options from your customers.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/products/cart-page-test-product,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/57cd53fd485ca07c1460f99c41ebe2fa.jpg,3,Cart page,cart-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-10T09:13:33+0000,29,Development,development,,,,,,,,,
355,offer-shopify-gift-wrapping-option,Offer Gift Wrapping Option On Cart Page,,"<p>This feature will enable you&nbsp;to&nbsp;offer gift wrapping service to your customers on the cart page of your online store. For customers who want their order wrapped, you can charge either a flat rate, or charge on a per product basis.</p><p>We can also create an option for multiple types (variants) of gift wrapping as a separate small task.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/products/cart-page-test-product,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/ee49743d535a027e051e6cfebdcd8b5b.jpg,3,Cart page,cart-page,pages,8,Functionality,functionality,,85,2020-01-16T05:00:00+0000,2021-12-10T09:07:58+0000,23,Pages,pages,,29,Development,development,,,,,
367,product-description-tabs,Show Product description tabs,,"<p>Use product tabs to display more information in a convenient, user-friendly way.</p>
<p>With this implementation, you can show unique tabs for each content (for example, ingredients, specification, etc.), fixed tabs across all the products (reviews, shipping information, etc), or combination of two.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/products/burton-citizen-womens-binding-2015,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/ca079a3675845ec977c9b9c9a731f2a6.jpg,1,Product page,product-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-10T09:36:23+0000,29,Development,development,,,,,,,,,
368,size-chart-popup,Get Size Chart Popup,,"<p>Small, medium, and large: These sizes can vary widely when it comes to actual fit, and that can be a significant challenge if you sell clothing.<br>The problem is that whether you sell apparel with more generic or even numerical sizes (2,4,6, or 38 waist, etc.), none of them are completely standardized.</p>
<p>Having a size chart is the best way to resolve the problem, and it can help with conversions, since customers are more likely to buy when they are sure the product would fit.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/products/burton-freestyle-binding-2016,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/5470cc55e3af96b59f995d141a6fbc06.jpg,1,Product page,product-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-13T08:43:28+0000,29,Development,development,,,,,,,,,
369,shopify-product-image-change-on-mouse-hover,Change Image on Mouse Hover,,"<p><span>When the mouse hovers over a product image it will display the second product image you uploaded for that product.<br></span><span>When the mouse is moved off of the product image the image will change back to the first image uploaded.<br></span></p>
<p>This feature is used when you want to display more than one product image on the collection page, and perfect if you want to display front and back images of clothing for example.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/collections/beanies,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/b67bc03d24fe2bad64e3a34b0479ac57.jpg,2,Collection page,collection-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-13T09:29:00+0000,29,Development,development,,,,,,,,,
370,collection-swatches,Get Collection Swatches,,"<p>The best way to show that your products come in multiple color variants are collection color swatches. Aside from showcasing all the colors as swatches, it is possible to update the main image on mouse hover/click, and we can implement it as an additional small task.</p>
<p>With this implementation, you would be able to upload images that would be used as color swatches, representing the exact color, texture or pattern of each color variant</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/collections/beanies,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/13823e9729d68977c636fac6b76854d0.jpg,2,Collection page,collection-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-13T09:27:22+0000,29,Development,development,,,,,,,,,
371,product-swatches,Get Product Swatches,,"<p>Swatches provide an alternate way to display the selection of options for products with multiple variants. Rather than choosing an option from a drop-down list, customers can make their selection by clicking a swatch, which improves user experience, especially on mobile, and it's visually appealing.</p>
<p>With this implementation, you would be able to upload images that would be used as color swatches, representing the exact color, texture or pattern of each color variant.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/products/burton-citizen-womens-binding-2015,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/04002d4dcd28d89c48505f500ade17bc.jpg,1,Product page,product-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-13T08:44:51+0000,29,Development,development,,,,,,,,,
372,logo-list,Add Logo List,,"<p>The logo list section is, at its core, a row of small images with space between them that go from one side of the page to the other, and here are some examples of how you can use it:</p>
<ul>
<li>Partner logos: Feature the logos of partner companies, manufacturers or companies. Link to their sites so customers can find out more about them.</li>
<li>Brand or designer logos: Showcase your top or most requested brands or designers and link each one to a collection or page with more information about that brand or designer.</li>
<li>Press mentions: Add logos of publications or broadcast programs that have featured your company. Link each logo to the article on the media outlet’s site or a screenshot of the article hosted on your own Shopify page. Popular section titles for this type of usage are “Featured in” or “As seen on”, etc.</li>
<li>Promotions: Feature current sales with small images that describe each one (such as “70% off” in a starburst or bubble). Link each image to the collection or relevant product.</li>
<li>Awards: Show the logos or seals of various awards you’ve been honored with. Link each one to the organization or a blog post about the award.</li>
<li>Memberships: Showcase the professional or industry organizations you belong to. Link each one to the organization’s website or a blog post announcing your membership.</li>
<li>Meet the team: upload images of each of your staff members and link each of these to their own profile page (or link all of them to your About Us page).</li>
<li>Certifications: If your products are certified organic, non-GMO, gluten-free, handmade or another unique characteristic, upload images of the certification seal (or make your own) and link each one to a page that gives users more information about what the certification means.</li>
</ul>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/ce82b657d201e84111c374e2d75c8f7b.jpg,9,Homepage,homepage,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-13T09:58:35+0000,29,Development,development,,,,,,,,,
373,testimonial-carousel-section,Get Testimonial Carousel section,,"<p>Prove the value of what you have to offer,&nbsp;by showcasing testimonials from your happy customers with a horizontal sliding carousel.</p>
<p>Testimonial carousel section serves as a platform to show off how others have benefited from your product or service, making it a powerful tool for establishing trust and encouraging potential buyers to take action.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/5473be91efb5563eb3e9fb87f6a79627.jpg,9,Homepage,homepage,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-13T09:54:03+0000,29,Development,development,,,,,,,,,
374,testimonials-section,Get Testimonials section,,"<p>Prove the value of what you have to offer,&nbsp;by showcasing testimonials from your happy customers.</p>
<p>Testimonial section serves as a platform to show off how others have benefited from your product or service, making it a powerful tool for establishing trust and encouraging potential buyers to take action.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/3fde0b426531f2e9d1d41759fd219217.jpg,9,Homepage,homepage,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-13T09:52:36+0000,29,Development,development,,,,,,,,,
375,only-1-left-in-stock,Show only 1 left in stock,,"<p>With this feature, a sense of urgency is created which helps to increase conversions.</p>
<p>Aside from this exact feature, it is possible to use any other number, or a simple ""Low stock/Only a few left"" notification.</p>
<p>This notification/warning can be displayed as a text or label/badge in the product image corner.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/collections/beanies,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/1a346c69485f7bf585fe4155cacac83c.jpg,2,Collection page,collection-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-13T09:19:12+0000,29,Development,development,,,,,,,,,
376,available-in-sizecolor,Show available in size/color,,"<p>With this feature, customers will be able to see that your products comes in multiple sizes/colors/variants, without opening a product page.</p>
<p>There are multiple ways to showcase product variants, and here are some of them:</p>
<ul>
<li>Simple text</li>
<li>Labels/Badges, with a solid background</li>
<li>Showing available options on mouse hover</li>
</ul>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/collections/gloves,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/8c4f6bd08dad3f1182f121eef9327b84.jpg,2,Collection page,collection-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-13T09:22:03+0000,29,Development,development,,,,,,,,,
410,set-up-the-oneupsell-email-pop-up-sms-app,"Set up the ONE—Upsell, Email, Pop Up, SMS app","Set up the ONE—Upsell, Email, Pop Up, SMS app","<p>You just chose the <a target=""_blank"" rel=""nofollow"" href=""https://apps.shopify.com/one"">ONE—Upsell, Email, Pop Up, SMS</a> app to increase conversions on your Shopify store, but need a little help setting it up? Let us help you.&nbsp;</p><p>Our team can cover the initial app installation and setup, adjusting all its settings and its design to match that of your website.</p>","You just chose the ONE—Upsell, Email, Pop Up, SMS app to increase conversions on your Shopify store, but need a little help setting it up? Let us help you.",1,1,development,development,Development,,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/a1e3c4f1fd362b2abf5f4b1d60459780.png,30,ONE,one,,11,Apps,apps,,,2022-07-06T14:07:35+0000,2022-07-06T14:15:14+0000,,,,,,,,,,,,
409,warehouse-theme-customization,Warehouse theme customization,,"<p>Shopify is a very powerful and extremely flexible eCommerce platform that allows you to set your store exactly how you had envisioned it. Although many of the Shopify themes are packed with useful features which will help you to achieve a more customized look, certain tweaks would require the help of professionals specialized in HTML and CSS, as well as the Shopify templating language-Liquid.<br><br>Our Shopify developers can assist you with customizing your store to achieve the exact look and functionalities that your brand requires.<br><br><br>&nbsp;<b>Who is this for?<br><br></b>Shopify<b>&nbsp;</b>merchants who are looking to optimize their Shopify Warehouse theme and include all of the configurations, customizations and tools which will help them achieve their sales and revenue goals as efficiently as possible.<br><br><br>&nbsp;<b>What do we offer?</b><br><br>The Warehouse theme is extremely flexible and enables you to change a lot of things if required. When it comes to its customization there is no one-size-fits-all approach since every store sets its own branding and conversion goals.<br><br></p>Here are a few examples of the customizations we can implement to help you create a conversion-driven store and the average amount of hours each customization usually requires:<br><br><ul><li><b>Build a cross-sell functionality in the cart page/ drawer</b><br>The project starts at 3 hours, depending on the&nbsp;functionality</li></ul><div></div><ul><li><b>Create a reorder functionality in the account page</b><br>The project usually requires 3 hours</li></ul><div></div><ul><li><b>Add a separate quantity selector for each variant</b><br>The project usually requires 3 hours</li></ul><div></div><ul><li><b>Add a sticky add to cart button that appears on scroll&nbsp;</b><br>&nbsp;The project usually requires 2-3 hours, depending on the design</li></ul><div></div><ul><li>I<b>nclude a quantity and add to cart button on collection pages&nbsp;</b><br>&nbsp;The project usually requires 3 hours<br><br></li></ul><div><b>Requirements<br><br></b></div><ul><li>Admin access to your Shopify store.</li></ul><div></div><ul><li>Shopify Warehouse Theme Installation<br>&nbsp;It's important that the premium theme&nbsp;is purchased and not in a trial mode, because trial mode doesn't allow any code changes<br></li></ul><p><br><b>Outcome<br></b><br>Customized Shopify Warehouse theme that suits your store’s needs and matches your business goals.&nbsp;(edited)&nbsp;<br><br></p>",,1,1,development,development,Development,,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/b4a39f7c8dd2eb813c5bda99eaac25af.jpg,28,Theme customization,themes-customization,,,,,,85,2021-12-21T08:02:53+0000,2022-01-20T09:13:53+0000,,,,,,,,,,,,
408,venture-theme-customization,Venture theme customization,,"<p>Shopify is a very powerful and extremely flexible eCommerce platform that allows you to set your store exactly how you had envisioned it. Although many of the Shopify themes are packed with useful features which will help you to achieve a more customized look, certain tweaks would require the help of professionals specialized in HTML and CSS, as well as the Shopify templating language-Liquid.<br><br>Our Shopify developers can assist you with customizing your store to achieve the exact look and functionalities that your brand requires.<br><br><br>&nbsp;<b>Who is this for?<br><br></b>Shopify<b>&nbsp;</b>merchants who are looking to optimize their Shopify Venture theme and include all of the configurations, customizations and tools which will help them achieve their sales and revenue goals as efficiently as possible.<br><br><br>&nbsp;<b>What do we offer?</b><br><br>The Venture theme is extremely flexible and enables you to change a lot of things if required. When it comes to its customization there is no one-size-fits-all approach since every store sets its own branding and conversion goals.<br><br></p>Here are a few examples of the customizations we can implement to help you create a conversion-driven store and the average amount of hours each customization usually requires:<br><br><ul><li><b>Build a cross-sell functionality in the cart page/ drawer</b><br>The project starts at 3 hours, depending on the&nbsp;functionality</li></ul><div></div><ul><li><b>Create a reorder functionality in the account page</b><br>The project usually requires 3 hours</li></ul><div></div><ul><li><b>Add a separate quantity selector for each variant</b><br>The project usually requires 3 hours</li></ul><div></div><ul><li><b>Add a sticky add to cart button that appears on scroll&nbsp;</b><br>&nbsp;The project usually requires 2-3 hours, depending on the design</li></ul><div></div><ul><li>I<b>nclude a quantity and add to cart button on collection pages&nbsp;</b><br>&nbsp;The project usually requires 3 hours<br><br></li></ul><div><b>Requirements<br><br></b></div><ul><li>Admin access to your Shopify store.</li></ul><div></div><ul><li>Shopify Venture Theme Installation</li></ul><p><br><b>Outcome<br></b><br>Customized Shopify Venture theme that suits your store’s needs and matches your business goals.&nbsp;(edited)&nbsp;<br><br></p>",,1,1,development,development,Development,,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/419046e099c22e56be7de125b44ec588.jpg,28,Theme customization,themes-customization,,,,,,85,2021-12-21T07:59:56+0000,2022-01-20T09:15:02+0000,,,,,,,,,,,,
